name,latitude,longitude,type
Dalal Mahuta Health Post,12.321299,8.6068308,hospital
Dalal Mahuta Health Post,12.3212879,8.606704,hospital
Dalal Mahuta Health Post,12.3213722,8.6066962,hospital
Sabon Ruwa Health Post,12.3722538,8.4379205,hospital
Sabon Ruwa Health Post,12.3722632,8.4380353,hospital
Sabon Ruwa Health Post,12.372192,8.4380414,hospital
Sabon Ruwa Health Post,12.3721827,8.4379265,hospital
Sabon Ruwa Health Post,12.3722538,8.4379205,hospital
Maitsidau Primary Health Centre,12.3550472,8.496106,hospital
Maitsidau Primary Health Centre,12.355025,8.4964,hospital
Maitsidau Primary Health Centre,12.3549098,8.4963909,hospital
Maitsidau Primary Health Centre,12.3549167,8.4962992,hospital
Maitsidau Primary Health Centre,12.3548687,8.4962954,hospital
Maitsidau Primary Health Centre,12.3548757,8.496202,hospital
Maitsidau Primary Health Centre,12.3549309,8.4962064,hospital
Maitsidau Primary Health Centre,12.3549391,8.4960974,hospital
Maitsidau Primary Health Centre,12.3550472,8.496106,hospital
Sabon Gari Doka Health Post,12.0875707,8.4482809,hospital
Sabon Gari Doka Health Post,12.0875832,8.4484441,hospital
Sabon Gari Doka Health Post,12.0875017,8.4484506,hospital
Sabon Gari Doka Health Post,12.0874892,8.4482874,hospital
Sabon Gari Doka Health Post,12.0875707,8.4482809,hospital
Katsinawa Health Post,12.0618556,8.4487335,hospital
Katsinawa Health Post,12.0618571,8.4488135,hospital
Katsinawa Health Post,12.0617661,8.4488153,hospital
Katsinawa Health Post,12.0617647,8.4487352,hospital
Katsinawa Health Post,12.0618556,8.4487335,hospital
Rijiyar Lemo Maternal and Child Health,12.0547726,8.4772089,hospital
Rijiyar Lemo Maternal and Child Health,12.0548308,8.4773991,hospital
Rijiyar Lemo Maternal and Child Health,12.0547357,8.4774295,hospital
Rijiyar Lemo Maternal and Child Health,12.0546776,8.4772393,hospital
Rijiyar Lemo Maternal and Child Health,12.0547726,8.4772089,hospital
Gyaranya Health Post,12.1962204,8.5901941,hospital
Gyaranya Health Post,12.1962272,8.5903289,hospital
Gyaranya Health Post,12.1961448,8.5903332,hospital
Gyaranya Health Post,12.196138,8.5901985,hospital
Gyaranya Health Post,12.1962204,8.5901941,hospital
Yammata Health Post,12.0640554,8.4723683,hospital
Yammata Health Post,12.0641152,8.4724742,hospital
Yammata Health Post,12.0640292,8.472525,hospital
Yammata Health Post,12.0639694,8.4724192,hospital
Yammata Health Post,12.0640554,8.4723683,hospital
Galula Health Post,12.0425949,8.5734239,hospital
Galula Health Post,12.042653,8.5735336,hospital
Galula Health Post,12.0424718,8.573634,hospital
Galula Health Post,12.0424137,8.5735243,hospital
Galula Health Post,12.0425949,8.5734239,hospital
Sabon Gari Rangaza Primary Health Centre,12.0552646,8.6055349,hospital
Sabon Gari Rangaza Primary Health Centre,12.0553467,8.6054918,hospital
Sabon Gari Rangaza Primary Health Centre,12.0553741,8.6055463,hospital
Sabon Gari Rangaza Primary Health Centre,12.0553955,8.6055351,hospital
Sabon Gari Rangaza Primary Health Centre,12.0554499,8.6056435,hospital
Sabon Gari Rangaza Primary Health Centre,12.055434,8.6056518,hospital
Sabon Gari Rangaza Primary Health Centre,12.0554651,8.6057138,hospital
Sabon Gari Rangaza Primary Health Centre,12.0553775,8.6057598,hospital
Sabon Gari Rangaza Primary Health Centre,12.0552646,8.6055349,hospital
Fango Health Post,12.1756688,8.4463454,hospital
Fango Health Post,12.1757293,8.4463204,hospital
Fango Health Post,12.1757445,8.4463591,hospital
Fango Health Post,12.1757763,8.446346,hospital
Fango Health Post,12.1758092,8.4464294,hospital
Fango Health Post,12.1757754,8.4464433,hospital
Fango Health Post,12.1757929,8.4464876,hospital
Fango Health Post,12.1757343,8.4465117,hospital
Fango Health Post,12.1756688,8.4463454,hospital
Kurna Primary Health Centre,12.0448936,8.4812229,hospital
Kurna Primary Health Centre,12.0449463,8.4813223,hospital
Kurna Primary Health Centre,12.044877,8.4813607,hospital
Kurna Primary Health Centre,12.0449023,8.4814083,hospital
Kurna Primary Health Centre,12.044796,8.4814672,hospital
Kurna Primary Health Centre,12.0447735,8.4814247,hospital
Kurna Primary Health Centre,12.0446953,8.481468,hospital
Kurna Primary Health Centre,12.0446399,8.4813636,hospital
Kurna Primary Health Centre,12.0448936,8.4812229,hospital
Baguja Health Post,12.1010522,8.5211647,hospital
Baguja Health Post,12.1010527,8.5212554,hospital
Baguja Health Post,12.1009786,8.5212558,hospital
Baguja Health Post,12.1009781,8.521165,hospital
Baguja Health Post,12.1010522,8.5211647,hospital
Kwuidawa Health Post,12.1642733,8.4750112,hospital
Kwuidawa Health Post,12.1643082,8.4751114,hospital
Kwuidawa Health Post,12.16424,8.4751363,hospital
Kwuidawa Health Post,12.164205,8.4750361,hospital
Kwuidawa Health Post,12.1642733,8.4750112,hospital
Kuru Health Post,12.1695048,8.5297056,hospital
Kuru Health Post,12.1694561,8.529738,hospital
Kuru Health Post,12.1694,8.5296497,hospital
Kuru Health Post,12.1694487,8.5296173,hospital
Kuru Health Post,12.1695048,8.5297056,hospital
Bachirawa Health Post,12.0580219,8.4635009,hospital
Bachirawa Health Post,12.0579078,8.4635318,hospital
Bachirawa Health Post,12.0578891,8.4634598,hospital
Bachirawa Health Post,12.0580033,8.4634289,hospital
Bachirawa Health Post,12.0580219,8.4635009,hospital
Inusawa Primary Health Centre,12.0690303,8.596604,hospital
Inusawa Primary Health Centre,12.0690704,8.5966905,hospital
Inusawa Primary Health Centre,12.0689652,8.5967416,hospital
Inusawa Primary Health Centre,12.0689251,8.596655,hospital
Inusawa Primary Health Centre,12.0690303,8.596604,hospital
Danrirmi Health Post,12.0582975,8.4890186,hospital
Danrirmi Health Post,12.0582132,8.4890437,hospital
Danrirmi Health Post,12.058179,8.4889236,hospital
Danrirmi Health Post,12.0582633,8.4888985,hospital
Danrirmi Health Post,12.0582975,8.4890186,hospital
Tudun Bojuwa Health Post,12.0498749,8.4868807,hospital
Tudun Bojuwa Health Post,12.0499468,8.4869748,hospital
Tudun Bojuwa Health Post,12.0498373,8.4870622,hospital
Tudun Bojuwa Health Post,12.0497655,8.4869681,hospital
Tudun Bojuwa Health Post,12.0498749,8.4868807,hospital
Shauni Primary Health Centre,12.0479204,8.6088973,hospital
Shauni Primary Health Centre,12.0479519,8.6089804,hospital
Shauni Primary Health Centre,12.0478981,8.6090018,hospital
Shauni Primary Health Centre,12.0478666,8.6089186,hospital
Shauni Primary Health Centre,12.0479204,8.6088973,hospital
Tsakiya Health Post,12.1381736,8.5513894,hospital
Tsakiya Health Post,12.1381825,8.5514656,hospital
Tsakiya Health Post,12.1380644,8.5514801,hospital
Tsakiya Health Post,12.1380554,8.5514039,hospital
Tsakiya Health Post,12.1381736,8.5513894,hospital
Nigerian Air Force Primary Health Centre,12.0451123,8.5317395,hospital
Nigerian Air Force Primary Health Centre,12.0449018,8.5317431,hospital
Nigerian Air Force Primary Health Centre,12.0448995,8.5316079,hospital
Nigerian Air Force Primary Health Centre,12.0449482,8.5316071,hospital
Nigerian Air Force Primary Health Centre,12.0449468,8.5315197,hospital
Nigerian Air Force Primary Health Centre,12.0449065,8.5315204,hospital
Nigerian Air Force Primary Health Centre,12.044905,8.5314281,hospital
Nigerian Air Force Primary Health Centre,12.0449287,8.5314277,hospital
Nigerian Air Force Primary Health Centre,12.0449281,8.5313926,hospital
Nigerian Air Force Primary Health Centre,12.0450027,8.5313913,hospital
Nigerian Air Force Primary Health Centre,12.0450033,8.5314298,hospital
Nigerian Air Force Primary Health Centre,12.0451145,8.5314279,hospital
Nigerian Air Force Primary Health Centre,12.0451164,8.5315395,hospital
Nigerian Air Force Primary Health Centre,12.0450573,8.5315406,hospital
Nigerian Air Force Primary Health Centre,12.0450584,8.5316083,hospital
Nigerian Air Force Primary Health Centre,12.0451101,8.5316074,hospital
Nigerian Air Force Primary Health Centre,12.0451117,8.531703,hospital
Nigerian Air Force Primary Health Centre,12.0451566,8.5317022,hospital
Nigerian Air Force Primary Health Centre,12.0451509,8.5313598,hospital
Nigerian Air Force Primary Health Centre,12.0452552,8.531358,hospital
Nigerian Air Force Primary Health Centre,12.0452588,8.5315787,hospital
Nigerian Air Force Primary Health Centre,12.0452725,8.5315784,hospital
Nigerian Air Force Primary Health Centre,12.0452784,8.5319335,hospital
Nigerian Air Force Primary Health Centre,12.0451339,8.531936,hospital
Nigerian Air Force Primary Health Centre,12.0451319,8.5318157,hospital
Nigerian Air Force Primary Health Centre,12.0451153,8.531816,hospital
Nigerian Air Force Primary Health Centre,12.0451146,8.5317772,hospital
Nigerian Air Force Primary Health Centre,12.0451313,8.5317769,hospital
Nigerian Air Force Primary Health Centre,12.0451305,8.5317284,hospital
Nigerian Air Force Primary Health Centre,12.0451122,8.5317288,hospital
Nigerian Air Force Primary Health Centre,12.0451123,8.5317395,hospital
Jalli Health Post,12.1842761,8.4623864,hospital
Jalli Health Post,12.1843114,8.4624605,hospital
Jalli Health Post,12.1842808,8.4624757,hospital
Jalli Health Post,12.1842455,8.4624017,hospital
Jalli Health Post,12.1842761,8.4623864,hospital
Gayawa Primary Health Centre,12.0549973,8.562036,hospital
Gayawa Primary Health Centre,12.0550921,8.5620073,hospital
Gayawa Primary Health Centre,12.0551154,8.5620878,hospital
Gayawa Primary Health Centre,12.0551533,8.5620763,hospital
Gayawa Primary Health Centre,12.0551844,8.5621837,hospital
Gayawa Primary Health Centre,12.0551424,8.5621963,hospital
Gayawa Primary Health Centre,12.0551713,8.562296,hospital
Gayawa Primary Health Centre,12.0550805,8.5623235,hospital
Gayawa Primary Health Centre,12.0549973,8.562036,hospital
Sambauna Primary Health Centre,12.1249313,8.5986504,hospital
Sambauna Primary Health Centre,12.1246737,8.5987589,hospital
Sambauna Primary Health Centre,12.1246309,8.5986526,hospital
Sambauna Primary Health Centre,12.1246947,8.5986258,hospital
Sambauna Primary Health Centre,12.1246782,8.5985849,hospital
Sambauna Primary Health Centre,12.1247704,8.5985461,hospital
Sambauna Primary Health Centre,12.1247873,8.5985881,hospital
Sambauna Primary Health Centre,12.124889,8.5985452,hospital
Sambauna Primary Health Centre,12.1249313,8.5986504,hospital
Dalal Primary Health Centre,12.0458255,8.5671665,hospital
Dalal Primary Health Centre,12.0458457,8.5672321,hospital
Dalal Primary Health Centre,12.0457372,8.5672669,hospital
Dalal Primary Health Centre,12.0457171,8.5672013,hospital
Dalal Primary Health Centre,12.0458255,8.5671665,hospital
Dankunkuru Health Post,12.0646186,8.5709069,hospital
Dankunkuru Health Post,12.0646734,8.5708682,hospital
Dankunkuru Health Post,12.0647361,8.5709612,hospital
Dankunkuru Health Post,12.0646994,8.5709871,hospital
Dankunkuru Health Post,12.0646754,8.5709514,hospital
Dankunkuru Health Post,12.0646572,8.5709642,hospital
Dankunkuru Health Post,12.0646186,8.5709069,hospital
Yakasai Health Post,12.156505,8.4826367,hospital
Yakasai Health Post,12.1565709,8.4828227,hospital
Yakasai Health Post,12.1565059,8.4828468,hospital
Yakasai Health Post,12.1564905,8.4828035,hospital
Yakasai Health Post,12.1564548,8.4828168,hospital
Yakasai Health Post,12.156425,8.4827327,hospital
Yakasai Health Post,12.1564579,8.4827205,hospital
Yakasai Health Post,12.1564371,8.4826619,hospital
Yakasai Health Post,12.156505,8.4826367,hospital
Tarda Health Post,12.1150499,8.519039,hospital
Tarda Health Post,12.1150515,8.5190752,hospital
Tarda Health Post,12.1150669,8.5190745,hospital
Tarda Health Post,12.1150694,8.5191325,hospital
Tarda Health Post,12.1150257,8.5191345,hospital
Tarda Health Post,12.115027,8.5191642,hospital
Tarda Health Post,12.1149351,8.5191684,hospital
Tarda Health Post,12.1149297,8.5190446,hospital
Tarda Health Post,12.1150499,8.519039,hospital
Kaura Goje Primary Health Centre,12.0439264,8.5458649,hospital
Kaura Goje Primary Health Centre,12.0439935,8.5461031,hospital
Kaura Goje Primary Health Centre,12.0437821,8.5461675,hospital
Kaura Goje Primary Health Centre,12.0438145,8.5462521,hospital
Kaura Goje Primary Health Centre,12.0437238,8.5462741,hospital
Kaura Goje Primary Health Centre,12.0436975,8.5461944,hospital
Kaura Goje Primary Health Centre,12.0436472,8.5462118,hospital
Kaura Goje Primary Health Centre,12.0436159,8.5461168,hospital
Kaura Goje Primary Health Centre,12.0436662,8.5460995,hospital
Kaura Goje Primary Health Centre,12.0436275,8.545982,hospital
Kaura Goje Primary Health Centre,12.0437267,8.545948,hospital
Kaura Goje Primary Health Centre,12.0437583,8.5460655,hospital
Kaura Goje Primary Health Centre,12.0438733,8.5460286,hospital
Kaura Goje Primary Health Centre,12.0438288,8.5458933,hospital
Kaura Goje Primary Health Centre,12.0439264,8.5458649,hospital
Fanisau Primary Health Centre,12.0788529,8.5352348,hospital
Fanisau Primary Health Centre,12.0788226,8.5353515,hospital
Fanisau Primary Health Centre,12.0787339,8.5353274,hospital
Fanisau Primary Health Centre,12.0787643,8.5352107,hospital
Fanisau Primary Health Centre,12.0788529,8.5352348,hospital
Dausara Primary Health Centre,12.0728751,8.5812304,hospital
Dausara Primary Health Centre,12.0728913,8.581318,hospital
Dausara Primary Health Centre,12.0727513,8.581345,hospital
Dausara Primary Health Centre,12.0727351,8.5812575,hospital
Dausara Primary Health Centre,12.0728751,8.5812304,hospital
Rijiyar Lemo Primary Health Centre,12.0475389,8.481061,hospital
Rijiyar Lemo Primary Health Centre,12.0472839,8.4812124,hospital
Rijiyar Lemo Primary Health Centre,12.0471778,8.4810255,hospital
Rijiyar Lemo Primary Health Centre,12.0472958,8.4809555,hospital
Rijiyar Lemo Primary Health Centre,12.0472789,8.4809256,hospital
Rijiyar Lemo Primary Health Centre,12.04737,8.4808715,hospital
Rijiyar Lemo Primary Health Centre,12.0474541,8.4810197,hospital
Rijiyar Lemo Primary Health Centre,12.0475,8.4809924,hospital
Rijiyar Lemo Primary Health Centre,12.0475389,8.481061,hospital
Zangon Barebari Health Post,12.0703372,8.4861824,hospital
Zangon Barebari Health Post,12.0703471,8.4862252,hospital
Zangon Barebari Health Post,12.0703229,8.4862311,hospital
Zangon Barebari Health Post,12.0703305,8.4862636,hospital
Zangon Barebari Health Post,12.0701065,8.4863181,hospital
Zangon Barebari Health Post,12.0701291,8.4864152,hospital
Zangon Barebari Health Post,12.0700618,8.4864316,hospital
Zangon Barebari Health Post,12.0700217,8.4862592,hospital
Zangon Barebari Health Post,12.0703372,8.4861824,hospital
Jaba Primary Health Centre,12.0591529,8.5461511,hospital
Jaba Primary Health Centre,12.0593626,8.5461565,hospital
Jaba Primary Health Centre,12.0593593,8.5462879,hospital
Jaba Primary Health Centre,12.0593942,8.5462888,hospital
Jaba Primary Health Centre,12.0593915,8.5463976,hospital
Jaba Primary Health Centre,12.059221,8.5463932,hospital
Jaba Primary Health Centre,12.0592198,8.546443,hospital
Jaba Primary Health Centre,12.0591458,8.5464411,hospital
Jaba Primary Health Centre,12.0591529,8.5461511,hospital
Zabainawar Dansudu Health Post,12.1596085,8.5103774,hospital
Zabainawar Dansudu Health Post,12.1596363,8.5104754,hospital
Zabainawar Dansudu Health Post,12.1595481,8.5105015,hospital
Zabainawar Dansudu Health Post,12.1595204,8.5104035,hospital
Zabainawar Dansudu Health Post,12.1596085,8.5103774,hospital
Dan Itache Health Post,12.2080581,8.497063,hospital
Dan Itache Health Post,12.2080804,8.4971755,hospital
Dan Itache Health Post,12.2080014,8.4971919,hospital
Dan Itache Health Post,12.2079791,8.4970793,hospital
Dan Itache Health Post,12.2080581,8.497063,hospital
Doka Health Post,12.0959454,8.4688671,hospital
Doka Health Post,12.0959681,8.4689767,hospital
Doka Health Post,12.095885,8.4689947,hospital
Doka Health Post,12.0958623,8.4688851,hospital
Doka Health Post,12.0959454,8.4688671,hospital
Kantama Babba Health Post,12.1818079,8.59425,hospital
Kantama Babba Health Post,12.1818089,8.5943466,hospital
Kantama Babba Health Post,12.1816968,8.5943479,hospital
Kantama Babba Health Post,12.1816957,8.5942512,hospital
Kantama Babba Health Post,12.1818079,8.59425,hospital
Gera Health Post,12.0888029,8.5521661,hospital
Gera Health Post,12.0888155,8.5522673,hospital
Gera Health Post,12.0887481,8.5522761,hospital
Gera Health Post,12.0887355,8.5521749,hospital
Gera Health Post,12.0888029,8.5521661,hospital
Madaci Health Post,12.1962048,8.4739431,hospital
Madaci Health Post,12.196081,8.4739777,hospital
Madaci Health Post,12.1960613,8.4739042,hospital
Madaci Health Post,12.1961852,8.4738695,hospital
Madaci Health Post,12.1962048,8.4739431,hospital
Kadawa Primary Health Centre,12.0756584,8.4564786,hospital
Kadawa Primary Health Centre,12.0757134,8.4566084,hospital
Kadawa Primary Health Centre,12.0756244,8.4566478,hospital
Kadawa Primary Health Centre,12.0755694,8.4565181,hospital
Kadawa Primary Health Centre,12.0756584,8.4564786,hospital
Kwachiri Primary Health Centre,12.0659234,8.5009623,hospital
Kwachiri Primary Health Centre,12.0656327,8.5010225,hospital
Kwachiri Primary Health Centre,12.065611,8.5009128,hospital
Kwachiri Primary Health Centre,12.0656912,8.5008962,hospital
Kwachiri Primary Health Centre,12.0656811,8.5008453,hospital
Kwachiri Primary Health Centre,12.0657778,8.5008253,hospital
Kwachiri Primary Health Centre,12.0657883,8.5008784,hospital
Kwachiri Primary Health Centre,12.0659021,8.5008548,hospital
Kwachiri Primary Health Centre,12.0659234,8.5009623,hospital
Dawanau Primary Health Centre,12.0946305,8.4371909,hospital
Dawanau Primary Health Centre,12.0947259,8.4371875,hospital
Dawanau Primary Health Centre,12.0947294,8.4372897,hospital
Dawanau Primary Health Centre,12.0948677,8.4372848,hospital
Dawanau Primary Health Centre,12.0948714,8.4373938,hospital
Dawanau Primary Health Centre,12.0947266,8.4373989,hospital
Dawanau Primary Health Centre,12.0947289,8.4374656,hospital
Dawanau Primary Health Centre,12.0946445,8.4374685,hospital
Dawanau Primary Health Centre,12.0946423,8.4374029,hospital
Dawanau Primary Health Centre,12.0945818,8.437405,hospital
Dawanau Primary Health Centre,12.0945785,8.4373072,hospital
Dawanau Primary Health Centre,12.0946344,8.4373053,hospital
Dawanau Primary Health Centre,12.0946305,8.4371909,hospital
Tattarawa Primary Health Centre,12.1770238,8.3813737,hospital
Tattarawa Primary Health Centre,12.1771394,8.3815764,hospital
Tattarawa Primary Health Centre,12.176956,8.3816858,hospital
Tattarawa Primary Health Centre,12.1769969,8.3817575,hospital
Tattarawa Primary Health Centre,12.1769105,8.381809,hospital
Tattarawa Primary Health Centre,12.1768733,8.3817437,hospital
Tattarawa Primary Health Centre,12.1768204,8.3817753,hospital
Tattarawa Primary Health Centre,12.1767721,8.3816907,hospital
Tattarawa Primary Health Centre,12.1768236,8.38166,hospital
Tattarawa Primary Health Centre,12.1767708,8.3815674,hospital
Tattarawa Primary Health Centre,12.1768457,8.3815227,hospital
Tattarawa Primary Health Centre,12.1768968,8.3816123,hospital
Tattarawa Primary Health Centre,12.1770031,8.3815489,hospital
Tattarawa Primary Health Centre,12.1769338,8.3814274,hospital
Tattarawa Primary Health Centre,12.1770238,8.3813737,hospital
Gulbi Health Post,12.1816986,8.2886886,hospital
Gulbi Health Post,12.1817553,8.2887894,hospital
Gulbi Health Post,12.1816748,8.2888368,hospital
Gulbi Health Post,12.1816181,8.288736,hospital
Gulbi Health Post,12.1816986,8.2886886,hospital
Gajida Health Post,12.0811209,8.2822557,hospital
Gajida Health Post,12.0811187,8.2823821,hospital
Gajida Health Post,12.0810404,8.2823807,hospital
Gajida Health Post,12.0810425,8.2822543,hospital
Gajida Health Post,12.0811209,8.2822557,hospital
Romi Health Post,12.1257213,8.3679795,hospital
Romi Health Post,12.1257944,8.368163,hospital
Romi Health Post,12.1256849,8.3682086,hospital
Romi Health Post,12.1256119,8.3680251,hospital
Romi Health Post,12.1257213,8.3679795,hospital
Kaleku Health Post,12.1377122,8.3260322,hospital
Kaleku Health Post,12.1377216,8.3261106,hospital
Kaleku Health Post,12.137614,8.3261241,hospital
Kaleku Health Post,12.1376046,8.3260457,hospital
Kaleku Health Post,12.1377122,8.3260322,hospital
Chedi Bubba Ruga Health Post,12.1392736,8.3929689,hospital
Chedi Bubba Ruga Health Post,12.1393101,8.3930458,hospital
Chedi Bubba Ruga Health Post,12.1392388,8.3930812,hospital
Chedi Bubba Ruga Health Post,12.1392022,8.3930043,hospital
Chedi Bubba Ruga Health Post,12.1392736,8.3929689,hospital
Yarrutu Health Post,12.1171487,8.2957878,hospital
Yarrutu Health Post,12.1172024,8.2958794,hospital
Yarrutu Health Post,12.1171384,8.2959186,hospital
Yarrutu Health Post,12.1170847,8.2958271,hospital
Yarrutu Health Post,12.1171487,8.2957878,hospital
GSS Gramma Health Post,12.1024384,8.3338855,hospital
GSS Gramma Health Post,12.1025321,8.334049,hospital
GSS Gramma Health Post,12.1024411,8.3341035,hospital
GSS Gramma Health Post,12.1023474,8.33394,hospital
GSS Gramma Health Post,12.1024384,8.3338855,hospital
Danguguwa Health Post,12.0583541,8.3946104,hospital
Danguguwa Health Post,12.0584149,8.3947332,hospital
Danguguwa Health Post,12.0583252,8.3947796,hospital
Danguguwa Health Post,12.0582644,8.3946568,hospital
Danguguwa Health Post,12.0583541,8.3946104,hospital
Dungurawa Health Post,12.1630433,8.3576467,hospital
Dungurawa Health Post,12.163035,8.3577373,hospital
Dungurawa Health Post,12.16292,8.3577263,hospital
Dungurawa Health Post,12.1629283,8.3576357,hospital
Dungurawa Health Post,12.1630433,8.3576467,hospital
Chedi Maidala Health Post,12.1354115,8.4221965,hospital
Chedi Maidala Health Post,12.1352949,8.422213,hospital
Chedi Maidala Health Post,12.1352842,8.4221337,hospital
Chedi Maidala Health Post,12.1354008,8.4221172,hospital
Chedi Maidala Health Post,12.1354115,8.4221965,hospital
Tsaure Health Post,12.2066928,8.3196233,hospital
Tsaure Health Post,12.2066943,8.3197585,hospital
Tsaure Health Post,12.2066031,8.3197595,hospital
Tsaure Health Post,12.2066016,8.3196243,hospital
Tsaure Health Post,12.2066928,8.3196233,hospital
Dogon Marke Health Post,12.1543581,8.3202604,hospital
Dogon Marke Health Post,12.1543764,8.3203494,hospital
Dogon Marke Health Post,12.1542999,8.3203659,hospital
Dogon Marke Health Post,12.1542816,8.3202769,hospital
Dogon Marke Health Post,12.1543581,8.3202604,hospital
Marke Health Post,12.1288089,8.2714348,hospital
Marke Health Post,12.1288272,8.2715502,hospital
Marke Health Post,12.128732,8.2715659,hospital
Marke Health Post,12.1287137,8.2714505,hospital
Marke Health Post,12.1288089,8.2714348,hospital
Dindere Health Post,12.0907013,8.2645141,hospital
Dindere Health Post,12.0907034,8.2646473,hospital
Dindere Health Post,12.0906366,8.2646484,hospital
Dindere Health Post,12.0906345,8.2645152,hospital
Dindere Health Post,12.0907013,8.2645141,hospital
Sarkakiya Health Post,12.1275261,8.3376397,hospital
Sarkakiya Health Post,12.1275048,8.3377423,hospital
Sarkakiya Health Post,12.1274234,8.3377247,hospital
Sarkakiya Health Post,12.1274447,8.3376221,hospital
Sarkakiya Health Post,12.1275261,8.3376397,hospital
Gudau Health Post,12.1799562,8.3569565,hospital
Gudau Health Post,12.1799576,8.3570411,hospital
Gudau Health Post,12.1798589,8.3570428,hospital
Gudau Health Post,12.1798575,8.3569583,hospital
Gudau Health Post,12.1799562,8.3569565,hospital
Badume Health Post,12.1894768,8.3132948,hospital
Badume Health Post,12.1893452,8.3133311,hospital
Badume Health Post,12.1893236,8.3132488,hospital
Badume Health Post,12.1894552,8.3132125,hospital
Badume Health Post,12.1894768,8.3132948,hospital
Yakasai Health Post,12.2019946,8.2918387,hospital
Yakasai Health Post,12.2019334,8.2919355,hospital
Yakasai Health Post,12.2018671,8.2918915,hospital
Yakasai Health Post,12.2019283,8.2917948,hospital
Yakasai Health Post,12.2019946,8.2918387,hospital
Gabari Health Post,12.0466121,8.3947233,hospital
Gabari Health Post,12.0466598,8.3947786,hospital
Gabari Health Post,12.0465867,8.3948445,hospital
Gabari Health Post,12.046539,8.3947892,hospital
Gabari Health Post,12.0466121,8.3947233,hospital
SSS Dawakin Tofa Health Post,12.1184448,8.3388958,hospital
SSS Dawakin Tofa Health Post,12.1184158,8.3390496,hospital
SSS Dawakin Tofa Health Post,12.118337,8.3390341,hospital
SSS Dawakin Tofa Health Post,12.118366,8.3388802,hospital
SSS Dawakin Tofa Health Post,12.1184448,8.3388958,hospital
Kwa Health Post,12.1487733,8.373576,hospital
Kwa Health Post,12.1488721,8.373646,hospital
Kwa Health Post,12.1488189,8.3737244,hospital
Kwa Health Post,12.1487202,8.3736545,hospital
Kwa Health Post,12.1487733,8.373576,hospital
Kunnawa Health Post,12.1747663,8.3331692,hospital
Kunnawa Health Post,12.1746889,8.3332615,hospital
Kunnawa Health Post,12.1746197,8.3332009,hospital
Kunnawa Health Post,12.1746971,8.3331085,hospital
Kunnawa Health Post,12.1747663,8.3331692,hospital
Sanakur Health Post,12.1656243,8.2648444,hospital
Sanakur Health Post,12.16562,8.2649675,hospital
Sanakur Health Post,12.1655236,8.264964,hospital
Sanakur Health Post,12.1655279,8.2648409,hospital
Sanakur Health Post,12.1656243,8.2648444,hospital
Kyauta Health Post,12.1939593,8.3393436,hospital
Kyauta Health Post,12.1939707,8.3394547,hospital
Kyauta Health Post,12.1938998,8.3394623,hospital
Kyauta Health Post,12.1938884,8.3393512,hospital
Kyauta Health Post,12.1939593,8.3393436,hospital
Bagadawa Health Post,12.1205742,8.4025042,hospital
Bagadawa Health Post,12.1206719,8.4024641,hospital
Bagadawa Health Post,12.1207182,8.4025823,hospital
Bagadawa Health Post,12.1206206,8.4026223,hospital
Bagadawa Health Post,12.1205742,8.4025042,hospital
Fagen Kawo Health Post,12.0809378,8.416528,hospital
Fagen Kawo Health Post,12.0809926,8.4165863,hospital
Fagen Kawo Health Post,12.0809312,8.4166466,hospital
Fagen Kawo Health Post,12.0808764,8.4165884,hospital
Fagen Kawo Health Post,12.0809378,8.416528,hospital
Yalwa Karama Health Post,12.0579359,8.3346693,hospital
Yalwa Karama Health Post,12.0579595,8.3347672,hospital
Yalwa Karama Health Post,12.0578874,8.3347853,hospital
Yalwa Karama Health Post,12.0578639,8.3346874,hospital
Yalwa Karama Health Post,12.0579359,8.3346693,hospital
Gwamai Health Post,12.1852662,8.3193101,hospital
Gwamai Health Post,12.185263,8.3193973,hospital
Gwamai Health Post,12.18514,8.3193926,hospital
Gwamai Health Post,12.1851431,8.3193054,hospital
Gwamai Health Post,12.1852662,8.3193101,hospital
Gargari Health Post,12.1783846,8.3017166,hospital
Gargari Health Post,12.1783865,8.3018322,hospital
Gargari Health Post,12.1783018,8.3018336,hospital
Gargari Health Post,12.1783,8.301718,hospital
Gargari Health Post,12.1783846,8.3017166,hospital
Kadawa Health Post,12.0723032,8.3725932,hospital
Kadawa Health Post,12.0723722,8.3725439,hospital
Kadawa Health Post,12.0724245,8.3726204,hospital
Kadawa Health Post,12.0723555,8.3726697,hospital
Kadawa Health Post,12.0723032,8.3725932,hospital
Dawaki General Hospital,12.108473,8.3313753,hospital
Dawaki General Hospital,12.108467,8.3314159,hospital
Dawaki General Hospital,12.1084419,8.331412,hospital
Dawaki General Hospital,12.1083833,8.3318085,hospital
Dawaki General Hospital,12.1084084,8.3318124,hospital
Dawaki General Hospital,12.1084008,8.3318641,hospital
Dawaki General Hospital,12.108269,8.3318437,hospital
Dawaki General Hospital,12.1083038,8.331608,hospital
Dawaki General Hospital,12.1081411,8.3315829,hospital
Dawaki General Hospital,12.1081139,8.3317672,hospital
Dawaki General Hospital,12.1080221,8.331753,hospital
Dawaki General Hospital,12.1080402,8.3316307,hospital
Dawaki General Hospital,12.1079218,8.3316124,hospital
Dawaki General Hospital,12.1079097,8.3316942,hospital
Dawaki General Hospital,12.1079428,8.3316993,hospital
